연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목,
190,중구,의원,삼성내과의원,"인천광역시 중구 서해대로 476, 우정빌딩 1층 (유동)",0,0,"내과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",
191,중구,의원,신포김내과의원,"인천광역시 중구 우현로39번길 2, 2층 (신포동)",0,0,"내과, 청소년과",
192,중구,의원,금강정형외과의원,인천광역시 중구 서해대로494번길 1 (유동),7,13,정형외과,
193,중구,의원,연안의원,인천광역시 중구 연안부두로33번길 16 (항동7가),0,0,외과,
194,중구,의원,송재현가정의원,인천광역시 중구 연안부두로33번길 36 (항동7가),0,0,가정의학과,
195,중구,의원,윤비뇨기과의원,"인천광역시 중구 우현로 90-1, 3층 (인현동)",0,0,"성형외과, 피부과,비뇨의학과",
196,중구,의원,피터팬소아청소년과의원,"인천광역시 중구 하늘달빛로 94, 408호 (중산동)",0,0,소아청소년과,
197,중구,의원,이재준내과의원,인천광역시 중구 축항대로86번길 38 (항동7가),0,0,내과,
198,중구,의원,정원진성형외과의원,"인천광역시 중구 개항로 64, 2층 (경동)",0,0,성형외과,
199,중구,의원,김원택성형외과의원,인천광역시 중구 우현로 34 (답동),0,0,성형외과,
200,중구,의원,김의원,인천광역시 중구 우현로 61-1 (내동),0,0,"피부과, 비뇨의학과, 가정의학과",
201,중구,치과의원,예스서울치과의원,"인천광역시 중구 영종대로 184, 402호,403호 일부 (운서동)",0,0,통합치의학과,
202,중구,치과의원,영종디지털치과의원,"인천광역시 중구 하늘별빛로 71, 타임프라자 202~203호 (중산동)",0,0,통합치의학과,
203,중구,치과의원,하늘별빛어린이치과의원,"인천광역시 중구 자연대로 47, 스타타워2 506호 (중산동)",0,0,통합치의학과,
204,중구,치과의원,연세세브란스치과의원,"인천광역시 중구 우현로 93, 빙고,티월드,성신디지털카메라 2,3,4층 (인현동)",0,0,구강악안면외과,
205,중구,치과의원,영종웰치과의원,"인천광역시 중구 하늘달빛로 94, 대지스타타워 505, 506호 (중산동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
206,중구,치과의원,운서조은사람치과의원,"인천광역시 중구 흰바위로 37, 영종프라자 401호 (운서동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
207,중구,치과의원,THE착한치과의원,"인천광역시 중구 우현로39번길 4-2, 1,2층 (신포동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
208,중구,치과의원,하늘퍼스트치과의원,"인천광역시 중구 하늘중앙로225번길 3, 영종M타워 202호 (중산동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
209,중구,치과의원,영종국제치과의원,"인천광역시 중구 하늘별빛로65번길 7-9, 403호 (중산동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
210,중구,치과의원,영종시카고치과교정과치과의원,"인천광역시 중구 하늘별빛로65번길 8-11, 메이채프라자 301~2호 (중산동)",0,0,치과교정과,
211,중구,치과의원,디지털타임치과의원,"인천광역시 중구 우현로 93-1, 5~6층 (인현동)",0,0,치과보철과,
212,중구,치과의원,서울THE좋은치과의원,"인천광역시 중구 하늘별빛로 59, 4층 (중산동)",0,0,통합치의학과,
213,중구,치과의원,서울하늘치과의원,인천광역시 중구 운남로 168 (운남동),0,0,치과,
214,중구,치과의원,하늘리더스치과의원,"인천광역시 중구 하늘중앙로 193, 조양타워 5층 505호 (중산동)",0,0,구강악안면외과,
215,중구,치과의원,이(e)연세치과의원,"인천광역시 중구 인중로 134, 동인천이마트 3층 (신생동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
216,중구,치과의원,하늘수치과의원,"인천광역시 중구 자연대로 47, 스타타워2 406호 (중산동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
217,중구,치과의원,큐프라임인하치과의원,"인천광역시 중구 인항로 42, 3층 (신흥동3가)",0,0,통합치의학과,
218,중구,치과의원,더본플란트치과의원,"인천광역시 중구 우현로 34, 4층 (답동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
219,중구,치과의원,L아름다운치과의원,"인천광역시 중구 흰바위로 51, 3층 (운서동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
220,중구,치과의원,굿모닝치과의원,"인천광역시 중구 참외전로 117-9, 2층 (인현동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
221,중구,치과의원,상아플러스치과의원,"인천광역시 중구 우현로 75, 3층 (인현동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
222,중구,치과의원,건치과의원,"인천광역시 중구 제물량로 65, 3층 (신흥동3가)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
223,중구,치과의원,이사랑치과의원,"인천광역시 중구 흰바위로 31, 3층 (운서동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
224,중구,치과의원,더웰치과의원,"인천광역시 중구 인항로 34, 현대상가 304,405호 (신흥동3가)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
225,중구,치과의원,노블치과의원,"인천광역시 중구 흰바위로 41, 3층 (운서동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
226,중구,치과의원,이플란트치과의원,"인천광역시 중구 신도시남로 137, 3층 (운서동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
227,중구,치과의원,김영열치과의원,"인천광역시 중구 운중로 19, 2층 (운남동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
228,중구,치과의원,오영천치과의원,"인천광역시 중구 우현로 61, 2층 (내동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
229,중구,치과의원,박선희치과의원,"인천광역시 중구 참외전로 134, 2층 (인현동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
230,중구,치과의원,김경란치과의원,인천광역시 중구 연안부두로53번길 35 (항동7가),0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
231,중구,치과의원,최현수치과의원,인천광역시 중구 우현로 41-1 (신포동),0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
232,중구,치과의원,이규원치과의원,"인천광역시 중구 우현로 66, 3층 (용동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
233,중구,치과의원,민영규치과의원,인천광역시 중구 축항대로86번길 38 (항동7가),0,0,통합치의학과,
234,중구,치과의원,허형범치과의원,인천광역시 중구 우현로 37-1 (신포동),0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
235,중구,치과의원,정충근치과의원,"인천광역시 중구 우현로35번길 1, 2~3층 (신포동)",0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
236,중구,치과의원,김용운치과의원,인천광역시 중구 우현로 59 (내동),0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상의학과",
237,중구,한의원,하늘경희한의원,"인천광역시 중구 하늘별빛로 75, 4층 402,403호 (중산동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
238,중구,한의원,영종모래내한의원,"인천광역시 중구 흰바위로 51, 롯데마트 3층 309,910호 (운서동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
239,중구,한의원,하늘부부한의원,"인천광역시 중구 하늘중앙로 193, 조양타워 307~8호 (중산동)",0,0,침구과,
240,중구,한의원,도앤다한의원,"인천광역시 중구 하늘별빛로65번길 8-13, 금산빌딩 3층 (중산동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
241,중구,한의원,압구정미한의원,"인천광역시 중구 하늘달빛로 94, 304호 (중산동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
242,중구,한의원,하늘튼튼한의원,"인천광역시 중구 자연대로 47, 스타타워 2 504,505호 (중산동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
243,중구,한의원,영종한의원,"인천광역시 중구 하늘달빛로 94, 스타타워 4층 403호 (중산동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
244,중구,한의원,단비한의원,"인천광역시 중구 하늘별빛로 71, 3층 (중산동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
245,중구,한의원,중국한의원,"인천광역시 중구 제물량로 139, 1동 1층 101호 (답동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
246,중구,한의원,국순당한의원,인천광역시 중구 참외전로37번길 1 (송월동1가),0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
247,중구,한의원,운서한의원,"인천광역시 중구 흰바위로 236, 307호 (운남동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
248,중구,한의원,경성한의원,"인천광역시 중구 제물량로 65, 2층 (신흥동3가)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
249,중구,한의원,미소한의원,"인천광역시 중구 신도시남로 137, 3층 (운서동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
250,중구,한의원,청송한의원,"인천광역시 중구 운중로 22, 2층 (운남동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
251,중구,한의원,행림한의원,"인천광역시 중구 흰바위로 31, 3층 (운서동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
252,중구,한의원,동의보감한의원,"인천광역시 중구 우현로 41-1, 2층 (신포동)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
253,중구,한의원,형제한의원,인천광역시 중구 서해대로 474 (신흥동2가),0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
254,중구,한의원,한국한의원,"인천광역시 중구 축항대로86번길 38, 1동 2층 (항동7가, 라이프상가)",0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
255,중구,한의원,혜화당한의원,인천광역시 중구 연안부두로33번길 36 (항동7가),0,0,"한방내과, 한방부인과, 한방소아과, 한방이비인후과, 피부과, 한방신경정신과",
